cycles,otu,genus,statistic,p.value,bh
25x,Otu0001,Salmonella,4.771923076923073,0.311510070007696,1
25x,Otu0002,Bifidobacterium,0.34446564885496284,0.9867658543303438,1
25x,Otu0003,Blautia,3.9661241483724474,0.4106098606125415,1
25x,Otu0004,Staphylococcus,3.1666666666666554,0.5303316154147675,1
25x,Otu0005,Anaerostipes,0.17194570135746545,0.9965094772331977,1
25x,Otu0006,Roseburia,0.2188444108761317,0.9944326939281388,1
25x,Otu0007,Escherichia/Shigella,0.8197507190795821,0.9357807638961928,1
25x,Otu0008,Faecalibacterium,1.7718538055764843,0.777627643166149,1
25x,Otu0009,Ruminococcaceae_unclassified,1.5714285714285694,0.8139178898714596,1
25x,Otu0010,Listeria,4.771956856702606,0.3115063625330214,1
25x,Otu0012,Blautia,2.053179409538225,0.7259782140518031,1
25x,Otu0013,Faecalibacterium,1.1543396226415152,0.8855575528152626,1
25x,Otu0014,Anaerostipes,0.9282744282744274,0.9204698088522467,1
25x,Otu0015,Lachnospiraceae_unclassified,2.452191987906276,0.6532165260543483,1
25x,Otu0016,Streptococcus,7.346139288417872,0.11868842734950469,1
25x,Otu0018,Ruminococcus,1.6334841628959325,0.8027617976487738,1
25x,Otu0019,Blautia,1.3934766214178032,0.8453280151366405,1
25x,Otu0020,Pseudomonas,3.1710526315789536,0.5296190922085033,1
25x,Otu0021,Collinsella,5.635344160866201,0.22808629230620256,1
25x,Otu0022,Ruminococcus2,1.4612622826908477,0.8334804955041216,1
25x,Otu0023,Bacteroides,0.8390826383623942,0.9331330214373686,1
25x,Otu0024,Dorea,0.8685508345978774,0.9290287147912566,1
25x,Otu0026,Roseburia,0.22931034482758766,0.9939085508226921,1
25x,Otu0027,Ruminococcaceae_unclassified,0.5122549019607847,0.9722970498465022,1
25x,Otu0028,Blautia,5.822813688212923,0.2127771876514233,1
25x,Otu0029,Bacteroides,3.9999999999999845,0.40600584970984016,1
25x,Otu0030,Enterococcus,0.6671348314606741,0.9553191585580278,1
25x,Otu0031,Erysipelotrichaceae_unclassified,4.433093252463989,0.3505547713032345,1
25x,Otu0032,Ruminococcaceae_unclassified,5.007655293088367,0.28651291585937944,1
25x,Otu0033,Clostridiales_unclassified,2.6010196374622296,0.6266425102509249,1
25x,Otu0034,Clostridium_sensu_stricto,0.5220588235294145,0.971318326349586,1
25x,Otu0035,Ruminococcaceae_unclassified,0.5609945609945627,0.9672978875832046,1
25x,Otu0036,Ruminococcus2,3.9937452615617923,0.40685299832659305,1
25x,Otu0037,Clostridiales_unclassified,0.4652619589977254,0.9767934255464081,1
25x,Otu0038,Clostridium_XI,3.9999999999999845,0.40600584970984016,1
25x,Otu0039,Phascolarctobacterium,0.12337662337661987,0.9981737458705351,1
25x,Otu0040,Blautia,0.7497996794871801,0.9450485708341281,1
25x,Otu0041,Bacteroides,1.0165224232887453,0.9072803871245537,1
25x,Otu0042,Coprococcus,0.9971374045801495,0.9102297414595255,1
25x,Otu0043,Clostridium_XI,0.7043399638336386,0.9507926385232044,1
25x,Otu0044,Lachnospiraceae_unclassified,4.594202898550721,0.33152312421592395,1
25x,Otu0045,Ruminococcaceae_unclassified,1.0731614859742253,0.8985067216334811,1
25x,Otu0046,Dorea,1.0900455927051607,0.8958483512301472,1
25x,Otu0047,Slackia,0.613385826771657,0.9615646652367033,1
25x,Otu0049,Lachnospiraceae_unclassified,0.25626899696048405,0.992459457351654,1
25x,Otu0050,Faecalibacterium,0.9590554592720952,0.9159396558408646,1
25x,Otu0051,Alistipes,2.2499999999999933,0.6898864931364944,1
25x,Otu0058,Bifidobacterium,0.12337662337661987,0.9981737458705351,1
25x,Otu0059,Parabacteroides,1.646380090497743,0.8004331131646796,1
25x,Otu0060,Bacilli_unclassified,1.527614858260016,0.8217388421680206,1
25x,Otu0061,Turicibacter,1.2010926118626395,0.8779186935815457,1
25x,Otu0064,Bacteroides,3.330016246953694,0.5041905446110603,1
25x,Otu0065,Asaccharobacter,1.236902927580892,0.8719862197420329,1
25x,Otu0066,Erysipelotrichaceae_unclassified,2.2499999999999933,0.6898864931364944,1
25x,Otu0068,Blautia,0.7539062500000027,0.9445185547084445,1
25x,Otu0069,Ruminococcaceae_unclassified,1.6844230769230777,0.7935452097765139,1
25x,Otu0070,Alistipes,1.34471273938384,0.8537449886085586,1
25x,Otu0073,Firmicutes_unclassified,1.1874999999999958,0.8801523424473143,1
25x,Otu0075,Ruminococcus,2.0684845961698635,0.7231642648852887,1
25x,Otu0076,Clostridiales_unclassified,1.0498054474708227,0.9021521400852819,1
25x,Otu0077,Enterobacteriaceae_unclassified,2.318750000000005,0.6773574379732912,1
25x,Otu0081,Lachnospiraceae_unclassified,3.9999999999999845,0.40600584970984016,1
25x,Otu0082,Bacillus,0.04797979797979735,0.9997168034188122,1
25x,Otu0083,Alistipes,3.1710526315789536,0.5296190922085033,1
25x,Otu0085,Roseburia,1.1903706688154658,0.8796814657282634,1
25x,Otu0086,Bacillales_unclassified,0.3182001614204997,0.9886092028642939,1
25x,Otu0089,Bacilli_unclassified,6.650997899159664,0.15552147534511368,1
25x,Otu0090,Lachnospiraceae_unclassified,1.1549161585365908,0.8854641232905192,1
25x,Otu0091,Alistipes,1.4756433823529391,0.8309470007349176,1
25x,Otu0092,Ruminococcaceae_unclassified,0.04504310344827214,0.9997501656831663,1
25x,Otu0095,Lactobacillus,0.9777147487844422,0.9131561244221758,1
25x,Otu0097,Lactobacillales_unclassified,0.5743464052287619,0.9658712796875741,1
25x,Otu0098,Ruminococcaceae_unclassified,0.6138334778837828,0.9615141376901312,1
25x,Otu0101,Bacilli_unclassified,2.942575406032477,0.5674808067111222,1
25x,Otu0107,Ruminococcaceae_unclassified,2.6669724770642174,0.6150062494668838,1
25x,Otu0109,Bifidobacterium,4.656862745098036,0.3243506034500174,1
25x,Otu0111,Clostridium_XVIII,3.873414071510966,0.4234083759000522,1
25x,Otu0113,Ruminococcaceae_unclassified,1.8026868178001674,0.7719907466305024,1
25x,Otu0114,Barnesiella,0.11736020806241908,0.9983442156556696,1
25x,Otu0115,Ruminococcus,4.1093448940269734,0.3914098419661264,1
25x,Otu0119,Bacteroides,4.5959728033472835,0.3313187749477145,1
25x,Otu0120,Faecalibacterium,4.675490196078436,0.3222429098588433,1
25x,Otu0122,Bacillales_unclassified,0.719823788546255,0.9488619306641561,1
25x,Otu0123,Bifidobacterium,1.5390625000000013,0.8197002379807676,1
25x,Otu0124,Clostridium_XlVa,1.1874999999999958,0.8801523424473143,1
25x,Otu0126,Clostridiales_unclassified,0.12337662337661987,0.9981737458705351,1
25x,Otu0128,Akkermansia,3.1710526315789536,0.5296190922085033,1
25x,Otu0129,Ruminococcaceae_unclassified,2.8283915515840827,0.5869418328910774,1
25x,Otu0136,Blautia,1.795166015624994,0.7733666418196403,1
25x,Otu0139,Faecalibacterium,1.0862068965517224,0.8964544162814675,1
25x,Otu0140,Bacillales_unclassified,3.1666666666666554,0.5303316154147675,1
25x,Otu0142,Streptococcus,2.2499999999999933,0.6898864931364944,1
25x,Otu0143,Ruminococcaceae_unclassified,3.0983660130718977,0.5415011502804421,1
25x,Otu0144,Bacillales_unclassified,0.12337662337661987,0.9981737458705351,1
25x,Otu0148,Veillonella,1.220588235294115,0.8746974065093515,1
25x,Otu0152,Ruminococcaceae_unclassified,2.7780678851174834,0.595624486636872,1
25x,Otu0155,Bacteroides,2.2027089072543644,0.6985333621319205,1
25x,Otu0156,Clostridium_IV,0.46676300578034996,0.976654897284832,1
25x,Otu0167,Bacilli_unclassified,3.1666666666666554,0.5303316154147675,1
25x,Otu0170,Enterorhabdus,1.2314814814814843,0.872888696907103,1
25x,Otu0174,Blautia,1.3888888888888937,0.8461238640154394,1
25x,Otu0175,Bacteroides,3.559710258418169,0.4688575375073605,1
25x,Otu0177,Ruminococcaceae_unclassified,1.1874999999999958,0.8801523424473143,1
25x,Otu0179,Coprococcus,2.235294117647051,0.6925731155837552,1
25x,Otu0184,Enterobacteriaceae_unclassified,1.4908759124087543,0.8282564467338491,1
25x,Otu0185,Streptococcus,3.1710526315789536,0.5296190922085033,1
25x,Otu0186,Bacillales_unclassified,2.9987611496531295,0.5580327404269421,1
25x,Otu0188,Bacillales_unclassified,2.4294189852700536,0.6573174130321966,1
25x,Otu0210,Bacillales_unclassified,4.098613251155625,0.39282447448951774,1
25x,Otu0213,Lachnospiraceae_unclassified,5.3895424836601205,0.24961074375044462,1
25x,Otu0214,Bacilli_unclassified,3.1710526315789536,0.5296190922085033,1
25x,Otu0221,Listeria,1.2527472527472483,0.86934010153465,1
25x,Otu0224,Lachnospiraceae_unclassified,1.478733031674207,0.8304018487313714,1
25x,Otu0230,Clostridium_XlVb,5.960784313725505,0.202096128614992,1
25x,Otu0234,Lachnospiraceae_unclassified,2.2499999999999933,0.6898864931364944,1
25x,Otu0235,Erysipelotrichaceae_unclassified,0.11736020806241908,0.9983442156556696,1
25x,Otu0236,Bacteroides,9.658163265306124,0.04659685780900795,1
25x,Otu0241,Ruminococcaceae_unclassified,0.5634980988593153,0.9670322250010406,1
25x,Otu0248,Bacillales_unclassified,3.1710526315789536,0.5296190922085033,1
25x,Otu0254,Clostridiales_unclassified,1.9918032786885185,0.7372665807412749,1
25x,Otu0257,Ruminococcaceae_unclassified,0.09313725490196431,0.9989487643092656,1
25x,Otu0259,Blautia,4.726620180475798,0.3165150600934154,1
25x,Otu0261,Lachnospiraceae_unclassified,3.9999999999999845,0.40600584970984016,1
25x,Otu0262,Streptococcus,3.1666666666666554,0.5303316154147675,1
25x,Otu0270,Alistipes,3.1666666666666554,0.5303316154147675,1
25x,Otu0274,Firmicutes_unclassified,6.120370370370357,0.19033747455532768,1
25x,Otu0276,Lachnospiraceae_unclassified,2.5333333333333368,0.638677055281905,1
25x,Otu0287,Lachnospiraceae_unclassified,2.2499999999999933,0.6898864931364944,1
25x,Otu0289,Bacteroides,0.6739130434782612,0.954506578819027,1
25x,Otu0294,Bifidobacterium,7.690476190476197,0.10359753854689996,1
25x,Otu0296,Lactobacillales_unclassified,2.235294117647051,0.6925731155837552,1
25x,Otu0309,Clostridiales_unclassified,2.2233120437956186,0.6947636676883171,1
25x,Otu0312,Bacillales_unclassified,1.236902927580892,0.8719862197420329,1
25x,Otu0318,Ruminococcaceae_unclassified,1.8910189075630242,0.7557946391468213,1
25x,Otu0319,Ruminococcaceae_unclassified,1.9603813559322028,0.7430458433039129,1
25x,Otu0339,Listeria,1.2693110647181582,0.8665604283919655,1
25x,Otu0340,Bacillales_unclassified,3.9999999999999845,0.40600584970984016,1
25x,Otu0347,Ruminococcaceae_unclassified,3.7670693277310896,0.4384463566479195,1
25x,Otu0349,Ruminococcaceae_unclassified,1.7551319648093768,0.7806801636387918,1
25x,Otu0370,Clostridium_XlVb,3.3944444444444555,0.4941086803012133,1
25x,Otu0378,Clostridiales_unclassified,3.1710526315789536,0.5296190922085033,1
25x,Otu0380,Ruminococcaceae_unclassified,4.15625,0.3852725185823291,1
25x,Otu0385,Bacillales_unclassified,5.556135770234992,0.2348389902182331,1
25x,Otu0415,Clostridiales_unclassified,4.675708699902253,0.32221825271157906,1
25x,Otu0426,Blautia,5.257758620689659,0.2618573367703436,1
25x,Otu0428,Bacilli_unclassified,3.9999999999999845,0.40600584970984016,1
25x,Otu0452,Lachnospiraceae_unclassified,0.6963592233009667,0.9517771431047375,1
25x,Otu0509,Lactobacillales_unclassified,1.2527472527472483,0.86934010153465,1
25x,Otu0525,Collinsella,0.5985549132947949,0.9632241334259325,1
25x,Otu0568,Porphyromonas,1.236902927580892,0.8719862197420329,1
25x,Otu0630,Clostridiales_unclassified,1.220588235294115,0.8746974065093515,1
25x,Otu0652,Ruminococcaceae_unclassified,0.9768518518518489,0.9132854561348648,1
25x,Otu0699,Bacillales_unclassified,6.033333333333341,0.19667271137885817,1
25x,Otu0714,Clostridium_XlVb,0.66490891658677,0.9555848099699309,1
25x,Otu0733,Lactobacillales_unclassified,3.1710526315789536,0.5296190922085033,1
25x,Otu0814,Eubacterium,0.9336734693877601,0.9196808845896132,1
30x,Otu0001,Salmonella,3.1907894736842115,0.36313421340001173,1
30x,Otu0002,Bifidobacterium,1.6580118694361992,0.6463087003133858,1
30x,Otu0003,Blautia,4.108983799705448,0.2499337808298257,1
30x,Otu0004,Staphylococcus,3.000000000000009,0.3916251762710883,1
30x,Otu0005,Anaerostipes,0.5067567567567602,0.917404493808529,1
30x,Otu0006,Roseburia,1.544117647058826,0.6721260629969461,1
30x,Otu0007,Escherichia/Shigella,0.8152173913043521,0.8458238786816613,1
30x,Otu0008,Faecalibacterium,0.13909495548961676,0.9867646450521954,1
30x,Otu0009,Ruminococcaceae_unclassified,0.11029411764705799,0.9905741038247653,1
30x,Otu0012,Blautia,0.9555555555555526,0.8120044009323906,1
30x,Otu0013,Faecalibacterium,1.7030325443787002,0.6362598021674952,1
30x,Otu0014,Anaerostipes,1.7536407766990292,0.6250747975664713,1
30x,Otu0015,Lachnospiraceae_unclassified,3.3672337278106474,0.33839405029162933,1
30x,Otu0016,Streptococcus,7.610946745562127,0.054775246661914634,1
30x,Otu0018,Ruminococcus,0.44282511210762504,0.9312604359431863,1
30x,Otu0019,Blautia,0.7920974889217138,0.8513562612822294,1
30x,Otu0020,Pseudomonas,3.000000000000009,0.3916251762710883,1
30x,Otu0021,Collinsella,1.5079666160849767,0.6804328638978715,1
30x,Otu0022,Ruminococcus2,2.1031157270029683,0.5512826877703546,1
30x,Otu0023,Bacteroides,0.15532544378698393,0.9844569719840933,1
30x,Otu0024,Dorea,3.5698198198198234,0.31181898468465374,1
30x,Otu0025,Ruminococcus,2.142857142857135,0.5432912450214128,1
30x,Otu0026,Roseburia,0.4434880239520975,0.9311193725921221,1
30x,Otu0027,Ruminococcaceae_unclassified,0.6185567010309274,0.8921714095423001,1
30x,Otu0028,Blautia,6.598880597014923,0.08584341267915307,1
30x,Otu0030,Enterococcus,0.6316388467374785,0.8891527017032989,1
30x,Otu0031,Erysipelotrichaceae_unclassified,4.598742603550295,0.20364997405271365,1
30x,Otu0032,Ruminococcaceae_unclassified,4.564960629921263,0.2065686227265353,1
30x,Otu0033,Clostridiales_unclassified,3.7888313609467446,0.28518790629778334,1
30x,Otu0034,Clostridium_sensu_stricto,0.41158536585365985,0.9378389673698464,1
30x,Otu0035,Ruminococcaceae_unclassified,0.2638473053892203,0.9666779504300557,1
30x,Otu0036,Ruminococcus2,5.154109589041092,0.16085410002303932,1
30x,Otu0037,Clostridiales_unclassified,1.0293026706231483,0.794162068468218,1
30x,Otu0038,Clostridium_XI,4.230769230769223,0.23759930001268184,1
30x,Otu0039,Phascolarctobacterium,1.7643112701252268,0.6227318233964125,1
30x,Otu0040,Blautia,5.386363636363637,0.14559553532329036,1
30x,Otu0041,Bacteroides,0.5708955223880596,0.9030616346974574,1
30x,Otu0042,Coprococcus,7.387892376681612,0.060510034977406535,1
30x,Otu0043,Clostridium_XI,0.19537815126050515,0.978331951100779,1
30x,Otu0044,Lachnospiraceae_unclassified,2.723214285714282,0.4362966742269943,1
30x,Otu0045,Ruminococcaceae_unclassified,1.0890718562874255,0.7797128146164006,1
30x,Otu0046,Dorea,0.41793893129771337,0.9365123034581545,1
30x,Otu0047,Slackia,2.078804347826087,0.5562126754134898,1
30x,Otu0049,Lachnospiraceae_unclassified,0.822617246596064,0.8440499875697491,1
30x,Otu0050,Faecalibacterium,0.37613981762918236,0.9451261241790562,1
30x,Otu0051,Alistipes,5.844594594594598,0.11942074620218764,1
30x,Otu0058,Bifidobacterium,0.4239130434782639,0.9352595030819848,1
30x,Otu0059,Parabacteroides,1.0253906250000036,0.7951084948976439,1
30x,Otu0060,Bacilli_unclassified,0.5991921005386012,0.8966172985529455,1
30x,Otu0061,Turicibacter,0.6798245614035121,0.8779388410284467,1
30x,Otu0064,Bacteroides,3.1279342723004677,0.3723177302725751,1
30x,Otu0065,Asaccharobacter,0.08587786259541552,0.9934765212699711,1
30x,Otu0066,Erysipelotrichaceae_unclassified,0.08587786259541552,0.9934765212699711,1
30x,Otu0068,Blautia,1.9512711864406802,0.5825818966592181,1
30x,Otu0069,Ruminococcaceae_unclassified,0.6530520646319529,0.8841869685890275,1
30x,Otu0070,Alistipes,0.2866614664586615,0.9625172627637849,1
30x,Otu0073,Firmicutes_unclassified,2.142857142857135,0.5432912450214128,1
30x,Otu0075,Ruminococcus,5.19409937888199,0.15812362354517406,1
30x,Otu0076,Clostridiales_unclassified,0.05664652567975788,0.9964745846019715,1
30x,Otu0077,Enterobacteriaceae_unclassified,0.08587786259541552,0.9934765212699711,1
30x,Otu0081,Lachnospiraceae_unclassified,3.214285714285715,0.359751742597001,1
30x,Otu0082,Bacillus,0.8288871951219486,0.8425458464422595,1
30x,Otu0083,Alistipes,3.000000000000009,0.3916251762710883,1
30x,Otu0085,Roseburia,1.5171755725190834,0.6783119284466373,1
30x,Otu0086,Bacillales_unclassified,0.5751173708920174,0.9021042968038298,1
30x,Otu0089,Bacilli_unclassified,0.17142857142857196,0.9820643078477239,1
30x,Otu0090,Lachnospiraceae_unclassified,0.6480797636632231,0.88534266572486,1
30x,Otu0091,Alistipes,1.1162451361867705,0.7731539611844873,1
30x,Otu0092,Ruminococcaceae_unclassified,0.36616161616161663,0.9471404878730022,1
30x,Otu0095,Lactobacillus,1.5903755868544578,0.661574054567156,1
30x,Otu0097,Lactobacillales_unclassified,0.8820000000000019,0.8297693065938365,1
30x,Otu0098,Ruminococcaceae_unclassified,0.24788135593220723,0.9695127605532214,1
30x,Otu0101,Bacilli_unclassified,2.621580547112464,0.45371875303929077,1
30x,Otu0107,Ruminococcaceae_unclassified,0.568181818181822,0.903676188973545,1
30x,Otu0109,Bifidobacterium,2.142857142857135,0.5432912450214128,1
30x,Otu0111,Clostridium_XVIII,6.847826086956526,0.07690952680833132,1
30x,Otu0113,Ruminococcaceae_unclassified,3.4064885496183206,0.3330942870750933,1
